col1, col2, col3, col4, col5, pk, col1, col2, col3, pk2
12, 72, 56, 78, 19, 6, 95, 12, 97, 2
6, 15, 10, 27, 88, 3, 41, 6, 19, 7
6, 15, 10, 27, 88, 3, 99, 6, 33, 5
18, 80, 11, 49, 65, 9, 4, 18, 70, 10
18, 80, 11, 49, 65, 9, 37, 18, 18, 2
66, 82, 50, 35, 54, 6, 25, 66, 8, 4
66, 82, 50, 35, 54, 6, 7, 66, 87, 6
24, 57, 53, 9, 83, 8, 68, 24, 41, 4
12, 32, 16, 51, 38, 7, 95, 12, 97, 2
24, 68, 63, 73, 55, 10, 68, 24, 41, 4
18, 80, 24, 12, 62, 8, 4, 18, 70, 10
18, 80, 24, 12, 62, 8, 37, 18, 18, 2
84, 13, 10, 26, 68, 1, 74, 84, 82, 1
90, 61, 23, 81, 6, 3, 22, 90, 56, 4
12, 62, 37, 89, 77, 5, 95, 12, 97, 2
24, 45, 74, 56, 69, 2, 68, 24, 41, 4
78, 25, 6, 91, 49, 8, 64, 78, 3, 9
84, 45, 75, 27, 15, 8, 74, 84, 82, 1
78, 8, 76, 93, 67, 6, 64, 78, 3, 9
12, 66, 89, 16, 57, 9, 95, 12, 97, 2
90, 27, 43, 73, 29, 9, 22, 90, 56, 4
12, 13, 14, 34, 96, 5, 95, 12, 97, 2
18, 10, 66, 83, 60, 6, 4, 18, 70, 10
18, 10, 66, 83, 60, 6, 37, 18, 18, 2
48, 51, 96, 21, 7, 7, 9, 48, 100, 8
90, 98, 3, 20, 87, 6, 22, 90, 56, 4
6, 27, 26, 79, 8, 4, 41, 6, 19, 7
6, 27, 26, 79, 8, 4, 99, 6, 33, 5
48, 85, 15, 53, 63, 1, 9, 48, 100, 8
30, 70, 1, 45, 89, 7, 11, 30, 65, 1
30, 70, 1, 45, 89, 7, 54, 30, 45, 7
36, 42, 99, 6, 78, 8, 77, 36, 93, 3
84, 75, 34, 48, 66, 9, 74, 84, 82, 1
24, 67, 77, 18, 11, 5, 68, 24, 41, 4
36, 67, 2, 4, 2, 2, 77, 36, 93, 3
6, 98, 8, 28, 3, 10, 41, 6, 19, 7
6, 98, 8, 28, 3, 10, 99, 6, 33, 5
18, 71, 5, 91, 52, 8, 4, 18, 70, 10
18, 71, 5, 91, 52, 8, 37, 18, 18, 2
12, 4, 32, 24, 98, 6, 95, 12, 97, 2
90, 9, 79, 97, 67, 9, 22, 90, 56, 4
48, 10, 54, 94, 82, 8, 9, 48, 100, 8
6, 89, 70, 6, 70, 10, 41, 6, 19, 7
6, 89, 70, 6, 70, 10, 99, 6, 33, 5
78, 74, 55, 93, 64, 3, 64, 78, 3, 9
84, 96, 42, 50, 74, 10, 74, 84, 82, 1
6, 25, 94, 90, 95, 9, 41, 6, 19, 7
6, 25, 94, 90, 95, 9, 99, 6, 33, 5
18, 87, 5, 29, 37, 5, 4, 18, 70, 10
18, 87, 5, 29, 37, 5, 37, 18, 18, 2
18, 43, 27, 7, 2, 9, 4, 18, 70, 10
18, 43, 27, 7, 2, 9, 37, 18, 18, 2
84, 48, 59, 8, 28, 1, 74, 84, 82, 1
90, 86, 62, 7, 42, 4, 22, 90, 56, 4
18, 30, 36, 21, 100, 9, 4, 18, 70, 10
18, 30, 36, 21, 100, 9, 37, 18, 18, 2
24, 1, 39, 10, 27, 5, 68, 24, 41, 4
24, 55, 9, 21, 58, 10, 68, 24, 41, 4
78, 6, 81, 12, 54, 3, 64, 78, 3, 9
36, 46, 12, 32, 23, 7, 77, 36, 93, 3
84, 63, 75, 19, 45, 5, 74, 84, 82, 1
6, 72, 79, 20, 2, 5, 41, 6, 19, 7
6, 72, 79, 20, 2, 5, 99, 6, 33, 5
66, 71, 57, 75, 70, 7, 25, 66, 8, 4
66, 71, 57, 75, 70, 7, 7, 66, 87, 6
30, 51, 22, 23, 44, 2, 11, 30, 65, 1
30, 51, 22, 23, 44, 2, 54, 30, 45, 7
12, 100, 45, 21, 32, 4, 95, 12, 97, 2
30, 79, 95, 55, 74, 4, 11, 30, 65, 1
30, 79, 95, 55, 74, 4, 54, 30, 45, 7
6, 82, 96, 45, 45, 2, 41, 6, 19, 7
6, 82, 96, 45, 45, 2, 99, 6, 33, 5
66, 85, 46, 52, 98, 9, 25, 66, 8, 4
66, 85, 46, 52, 98, 9, 7, 66, 87, 6
24, 38, 13, 100, 98, 2, 68, 24, 41, 4
90, 30, 93, 31, 79, 6, 22, 90, 56, 4
6, 45, 15, 32, 19, 7, 41, 6, 19, 7
6, 45, 15, 32, 19, 7, 99, 6, 33, 5
84, 85, 13, 69, 67, 8, 74, 84, 82, 1
60, 79, 96, 20, 51, 5, 92, 60, 86, 10
36, 79, 19, 74, 30, 4, 77, 36, 93, 3
30, 19, 64, 58, 89, 5, 11, 30, 65, 1
30, 19, 64, 58, 89, 5, 54, 30, 45, 7
30, 48, 40, 96, 96, 7, 11, 30, 65, 1
30, 48, 40, 96, 96, 7, 54, 30, 45, 7
30, 27, 54, 13, 59, 7, 11, 30, 65, 1
30, 27, 54, 13, 59, 7, 54, 30, 45, 7
78, 69, 61, 39, 48, 4, 64, 78, 3, 9
78, 15, 62, 88, 21, 5, 64, 78, 3, 9
6, 82, 89, 100, 18, 4, 41, 6, 19, 7
6, 82, 89, 100, 18, 4, 99, 6, 33, 5
90, 71, 82, 15, 44, 2, 22, 90, 56, 4
60, 22, 23, 81, 75, 2, 92, 60, 86, 10
12, 94, 24, 49, 76, 10, 95, 12, 97, 2
24, 69, 38, 12, 37, 4, 68, 24, 41, 4
24, 59, 49, 64, 45, 3, 68, 24, 41, 4
24, 89, 58, 26, 17, 4, 68, 24, 41, 4
30, 24, 21, 67, 32, 5, 11, 30, 65, 1
30, 24, 21, 67, 32, 5, 54, 30, 45, 7
78, 86, 99, 45, 86, 2, 64, 78, 3, 9
18, 79, 41, 22, 45, 3, 4, 18, 70, 10
18, 79, 41, 22, 45, 3, 37, 18, 18, 2
48, 60, 50, 51, 47, 2, 9, 48, 100, 8
12, 51, 39, 21, 67, 7, 95, 12, 97, 2
24, 16, 34, 63, 56, 10, 68, 24, 41, 4
78, 70, 24, 42, 84, 4, 64, 78, 3, 9
60, 86, 14, 43, 25, 7, 92, 60, 86, 10
24, 39, 89, 98, 89, 8, 68, 24, 41, 4
30, 56, 31, 21, 33, 1, 11, 30, 65, 1
30, 56, 31, 21, 33, 1, 54, 30, 45, 7
60, 56, 61, 72, 36, 7, 92, 60, 86, 10
84, 22, 1, 8, 69, 7, 74, 84, 82, 1
18, 49, 59, 53, 86, 8, 4, 18, 70, 10
18, 49, 59, 53, 86, 8, 37, 18, 18, 2
48, 41, 59, 72, 58, 10, 9, 48, 100, 8
12, 40, 31, 41, 9, 7, 95, 12, 97, 2
66, 26, 83, 42, 3, 3, 25, 66, 8, 4
66, 26, 83, 42, 3, 3, 7, 66, 87, 6
24, 76, 2, 9, 52, 4, 68, 24, 41, 4
24, 87, 65, 61, 37, 9, 68, 24, 41, 4
12, 74, 76, 74, 3, 2, 95, 12, 97, 2
90, 12, 24, 87, 84, 2, 22, 90, 56, 4
60, 13, 69, 37, 73, 5, 92, 60, 86, 10
18, 33, 78, 23, 70, 8, 4, 18, 70, 10
18, 33, 78, 23, 70, 8, 37, 18, 18, 2
48, 92, 48, 78, 3, 6, 9, 48, 100, 8
36, 71, 74, 16, 72, 9, 77, 36, 93, 3
48, 25, 39, 86, 30, 10, 9, 48, 100, 8
84, 48, 28, 60, 42, 10, 74, 84, 82, 1
6, 24, 86, 41, 90, 7, 41, 6, 19, 7
6, 24, 86, 41, 90, 7, 99, 6, 33, 5
30, 25, 63, 1, 94, 9, 11, 30, 65, 1
30, 25, 63, 1, 94, 9, 54, 30, 45, 7
12, 66, 37, 63, 97, 8, 95, 12, 97, 2
60, 91, 38, 9, 44, 6, 92, 60, 86, 10
48, 3, 84, 12, 89, 10, 9, 48, 100, 8
24, 33, 47, 70, 74, 9, 68, 24, 41, 4
6, 35, 32, 95, 81, 4, 41, 6, 19, 7
6, 35, 32, 95, 81, 4, 99, 6, 33, 5
6, 28, 98, 97, 83, 3, 41, 6, 19, 7
6, 28, 98, 97, 83, 3, 99, 6, 33, 5
78, 72, 32, 80, 26, 5, 64, 78, 3, 9
36, 48, 90, 7, 2, 9, 77, 36, 93, 3
12, 73, 83, 61, 4, 4, 95, 12, 97, 2
90, 35, 60, 15, 80, 3, 22, 90, 56, 4
18, 1, 67, 76, 38, 7, 4, 18, 70, 10
18, 1, 67, 76, 38, 7, 37, 18, 18, 2
24, 40, 93, 31, 12, 5, 68, 24, 41, 4
30, 26, 9, 100, 47, 7, 11, 30, 65, 1
30, 26, 9, 100, 47, 7, 54, 30, 45, 7
30, 2, 83, 64, 32, 6, 11, 30, 65, 1
30, 2, 83, 64, 32, 6, 54, 30, 45, 7
6, 96, 17, 38, 45, 8, 41, 6, 19, 7
6, 96, 17, 38, 45, 8, 99, 6, 33, 5
24, 53, 60, 100, 61, 2, 68, 24, 41, 4
84, 3, 15, 86, 86, 1, 74, 84, 82, 1
48, 38, 80, 5, 87, 10, 9, 48, 100, 8
84, 44, 22, 37, 12, 3, 74, 84, 82, 1
36, 45, 3, 27, 64, 2, 77, 36, 93, 3
84, 59, 25, 2, 9, 1, 74, 84, 82, 1
90, 7, 90, 83, 72, 7, 22, 90, 56, 4
36, 60, 59, 82, 65, 1, 77, 36, 93, 3
18, 89, 69, 60, 72, 9, 4, 18, 70, 10
18, 89, 69, 60, 72, 9, 37, 18, 18, 2
24, 78, 97, 47, 92, 7, 68, 24, 41, 4
18, 5, 22, 28, 54, 4, 4, 18, 70, 10
18, 5, 22, 28, 54, 4, 37, 18, 18, 2
6, 53, 26, 61, 31, 2, 41, 6, 19, 7
6, 53, 26, 61, 31, 2, 99, 6, 33, 5
30, 65, 34, 84, 26, 2, 11, 30, 65, 1
30, 65, 34, 84, 26, 2, 54, 30, 45, 7
84, 99, 83, 59, 26, 7, 74, 84, 82, 1
18, 93, 4, 86, 66, 6, 4, 18, 70, 10
18, 93, 4, 86, 66, 6, 37, 18, 18, 2
60, 65, 25, 34, 59, 7, 92, 60, 86, 10
30, 20, 40, 67, 28, 1, 11, 30, 65, 1
30, 20, 40, 67, 28, 1, 54, 30, 45, 7
18, 85, 7, 53, 89, 3, 4, 18, 70, 10
18, 85, 7, 53, 89, 3, 37, 18, 18, 2
12, 15, 15, 9, 18, 7, 95, 12, 97, 2
30, 88, 54, 15, 32, 5, 11, 30, 65, 1
30, 88, 54, 15, 32, 5, 54, 30, 45, 7
90, 67, 8, 1, 87, 9, 22, 90, 56, 4
84, 54, 37, 14, 82, 8, 74, 84, 82, 1
84, 53, 76, 53, 78, 3, 74, 84, 82, 1
6, 45, 54, 43, 60, 1, 41, 6, 19, 7
6, 45, 54, 43, 60, 1, 99, 6, 33, 5
24, 67, 44, 21, 73, 10, 68, 24, 41, 4
78, 62, 22, 97, 42, 10, 64, 78, 3, 9
36, 50, 74, 29, 4, 6, 77, 36, 93, 3
18, 21, 50, 78, 87, 1, 4, 18, 70, 10
18, 21, 50, 78, 87, 1, 37, 18, 18, 2
48, 4, 83, 24, 74, 6, 9, 48, 100, 8
12, 12, 86, 88, 31, 3, 95, 12, 97, 2
30, 6, 73, 22, 29, 2, 11, 30, 65, 1
30, 6, 73, 22, 29, 2, 54, 30, 45, 7
90, 73, 23, 79, 83, 9, 22, 90, 56, 4
18, 59, 5, 27, 83, 3, 4, 18, 70, 10
18, 59, 5, 27, 83, 3, 37, 18, 18, 2
36, 53, 67, 40, 83, 9, 77, 36, 93, 3
48, 53, 3, 99, 65, 8, 9, 48, 100, 8
60, 38, 40, 83, 7, 7, 92, 60, 86, 10
30, 53, 52, 53, 39, 10, 11, 30, 65, 1
30, 53, 52, 53, 39, 10, 54, 30, 45, 7
24, 71, 99, 23, 77, 8, 68, 24, 41, 4
66, 64, 23, 74, 64, 10, 25, 66, 8, 4
66, 64, 23, 74, 64, 10, 7, 66, 87, 6
18, 42, 82, 68, 82, 10, 4, 18, 70, 10
18, 42, 82, 68, 82, 10, 37, 18, 18, 2
84, 49, 21, 16, 67, 3, 74, 84, 82, 1
60, 31, 71, 14, 85, 4, 92, 60, 86, 10
18, 38, 98, 91, 32, 8, 4, 18, 70, 10
18, 38, 98, 91, 32, 8, 37, 18, 18, 2
30, 74, 90, 64, 14, 1, 11, 30, 65, 1
30, 74, 90, 64, 14, 1, 54, 30, 45, 7
60, 51, 69, 48, 31, 6, 92, 60, 86, 10
12, 12, 50, 81, 8, 1, 95, 12, 97, 2
78, 7, 42, 81, 63, 8, 64, 78, 3, 9
78, 76, 46, 61, 15, 1, 64, 78, 3, 9
78, 87, 18, 51, 69, 10, 64, 78, 3, 9
12, 100, 30, 61, 100, 4, 95, 12, 97, 2
24, 72, 34, 51, 17, 10, 68, 24, 41, 4
48, 92, 56, 58, 96, 2, 9, 48, 100, 8
12, 67, 51, 68, 66, 9, 95, 12, 97, 2
48, 100, 11, 47, 88, 3, 9, 48, 100, 8
36, 10, 37, 95, 79, 7, 77, 36, 93, 3
84, 17, 94, 34, 26, 7, 74, 84, 82, 1
12, 55, 95, 56, 40, 1, 95, 12, 97, 2
48, 61, 84, 63, 1, 4, 9, 48, 100, 8
78, 21, 84, 15, 67, 9, 64, 78, 3, 9
36, 15, 88, 31, 58, 2, 77, 36, 93, 3
78, 24, 18, 7, 4, 4, 64, 78, 3, 9
48, 76, 89, 99, 6, 8, 9, 48, 100, 8
48, 85, 14, 42, 41, 3, 9, 48, 100, 8
36, 54, 98, 80, 10, 10, 77, 36, 93, 3
48, 44, 36, 87, 8, 4, 9, 48, 100, 8
48, 89, 68, 11, 37, 8, 9, 48, 100, 8
36, 1, 55, 23, 44, 9, 77, 36, 93, 3
60, 29, 29, 3, 49, 8, 92, 60, 86, 10
84, 53, 28, 53, 1, 9, 74, 84, 82, 1
18, 68, 34, 34, 12, 6, 4, 18, 70, 10
18, 68, 34, 34, 12, 6, 37, 18, 18, 2
66, 84, 22, 5, 22, 6, 25, 66, 8, 4
66, 84, 22, 5, 22, 6, 7, 66, 87, 6
12, 56, 21, 58, 5, 2, 95, 12, 97, 2
6, 94, 74, 87, 93, 2, 41, 6, 19, 7
6, 94, 74, 87, 93, 2, 99, 6, 33, 5
12, 34, 60, 84, 85, 10, 95, 12, 97, 2
60, 53, 63, 41, 21, 8, 92, 60, 86, 10
66, 13, 27, 39, 2, 5, 25, 66, 8, 4
66, 13, 27, 39, 2, 5, 7, 66, 87, 6
36, 62, 93, 86, 2, 2, 77, 36, 93, 3
66, 87, 39, 21, 47, 8, 25, 66, 8, 4
66, 87, 39, 21, 47, 8, 7, 66, 87, 6
36, 25, 42, 99, 28, 4, 77, 36, 93, 3
66, 64, 53, 63, 3, 3, 25, 66, 8, 4
66, 64, 53, 63, 3, 3, 7, 66, 87, 6
18, 51, 12, 28, 96, 4, 4, 18, 70, 10
18, 51, 12, 28, 96, 4, 37, 18, 18, 2
36, 33, 65, 27, 32, 9, 77, 36, 93, 3
84, 42, 30, 74, 24, 9, 74, 84, 82, 1
30, 21, 33, 18, 58, 4, 11, 30, 65, 1
30, 21, 33, 18, 58, 4, 54, 30, 45, 7
60, 56, 40, 22, 2, 3, 92, 60, 86, 10
48, 95, 44, 22, 94, 9, 9, 48, 100, 8
84, 6, 4, 80, 19, 7, 74, 84, 82, 1
6, 51, 45, 35, 15, 4, 41, 6, 19, 7
6, 51, 45, 35, 15, 4, 99, 6, 33, 5
48, 30, 45, 29, 78, 4, 9, 48, 100, 8
48, 54, 55, 30, 43, 7, 9, 48, 100, 8
90, 51, 11, 77, 15, 3, 22, 90, 56, 4
90, 89, 18, 27, 57, 10, 22, 90, 56, 4
24, 85, 32, 64, 95, 5, 68, 24, 41, 4
6, 4, 78, 34, 74, 8, 41, 6, 19, 7
6, 4, 78, 34, 74, 8, 99, 6, 33, 5
48, 22, 69, 17, 58, 5, 9, 48, 100, 8
36, 2, 8, 11, 94, 10, 77, 36, 93, 3
66, 51, 26, 53, 49, 3, 25, 66, 8, 4
66, 51, 26, 53, 49, 3, 7, 66, 87, 6
78, 51, 66, 73, 88, 1, 64, 78, 3, 9
18, 53, 60, 100, 95, 7, 4, 18, 70, 10
18, 53, 60, 100, 95, 7, 37, 18, 18, 2
36, 6, 11, 17, 59, 7, 77, 36, 93, 3
6, 16, 11, 23, 37, 2, 41, 6, 19, 7
6, 16, 11, 23, 37, 2, 99, 6, 33, 5
48, 53, 61, 58, 94, 9, 9, 48, 100, 8
66, 62, 99, 17, 19, 4, 25, 66, 8, 4
66, 62, 99, 17, 19, 4, 7, 66, 87, 6
6, 21, 98, 80, 50, 2, 41, 6, 19, 7
6, 21, 98, 80, 50, 2, 99, 6, 33, 5
30, 1, 89, 58, 90, 6, 11, 30, 65, 1
30, 1, 89, 58, 90, 6, 54, 30, 45, 7
66, 19, 88, 60, 68, 3, 25, 66, 8, 4
66, 19, 88, 60, 68, 3, 7, 66, 87, 6
90, 36, 54, 22, 25, 8, 22, 90, 56, 4
60, 72, 17, 20, 44, 6, 92, 60, 86, 10
12, 24, 74, 52, 33, 4, 95, 12, 97, 2
6, 30, 68, 13, 34, 4, 41, 6, 19, 7
6, 30, 68, 13, 34, 4, 99, 6, 33, 5
90, 36, 31, 30, 29, 1, 22, 90, 56, 4
48, 31, 38, 24, 93, 6, 9, 48, 100, 8
6, 20, 71, 6, 66, 6, 41, 6, 19, 7
6, 20, 71, 6, 66, 6, 99, 6, 33, 5
90, 81, 52, 84, 72, 2, 22, 90, 56, 4
6, 77, 6, 78, 47, 1, 41, 6, 19, 7
6, 77, 6, 78, 47, 1, 99, 6, 33, 5
36, 65, 9, 43, 3, 4, 77, 36, 93, 3
18, 63, 47, 43, 54, 1, 4, 18, 70, 10
18, 63, 47, 43, 54, 1, 37, 18, 18, 2
18, 100, 86, 61, 10, 8, 4, 18, 70, 10
18, 100, 86, 61, 10, 8, 37, 18, 18, 2
78, 53, 83, 66, 16, 3, 64, 78, 3, 9
48, 4, 38, 40, 13, 8, 9, 48, 100, 8
78, 30, 96, 83, 93, 4, 64, 78, 3, 9
36, 80, 50, 80, 91, 3, 77, 36, 93, 3
90, 88, 29, 88, 7, 5, 22, 90, 56, 4
6, 80, 12, 51, 7, 2, 41, 6, 19, 7
6, 80, 12, 51, 7, 2, 99, 6, 33, 5
6, 70, 14, 83, 33, 2, 41, 6, 19, 7
6, 70, 14, 83, 33, 2, 99, 6, 33, 5
6, 74, 98, 39, 61, 9, 41, 6, 19, 7
6, 74, 98, 39, 61, 9, 99, 6, 33, 5
84, 9, 96, 28, 60, 1, 74, 84, 82, 1
24, 45, 56, 57, 79, 1, 68, 24, 41, 4
79, 32, 7, 37, 51, 1, 5, 79, 79, 8
13, 58, 26, 62, 53, 7, 95, 13, 28, 7
67, 6, 90, 95, 65, 4, 77, 67, 37, 7
67, 6, 90, 95, 65, 4, 24, 67, 41, 7
67, 6, 90, 95, 65, 4, 91, 67, 67, 10
85, 87, 1, 23, 9, 8, 6, 85, 80, 7
85, 87, 1, 23, 9, 8, 31, 85, 37, 4
85, 87, 1, 23, 9, 8, 36, 85, 4, 7
13, 88, 100, 77, 11, 7, 95, 13, 28, 7
67, 78, 54, 38, 12, 8, 77, 67, 37, 7
67, 78, 54, 38, 12, 8, 24, 67, 41, 7
67, 78, 54, 38, 12, 8, 91, 67, 67, 10
19, 42, 57, 66, 55, 5, 14, 19, 61, 6
19, 42, 57, 66, 55, 5, 80, 19, 62, 7
19, 42, 57, 66, 55, 5, 63, 19, 28, 1
43, 72, 19, 8, 87, 7, 35, 43, 28, 9
43, 72, 19, 8, 87, 7, 71, 43, 3, 10
13, 96, 14, 47, 94, 6, 95, 13, 28, 7
19, 52, 41, 100, 89, 9, 14, 19, 61, 6
19, 52, 41, 100, 89, 9, 80, 19, 62, 7
19, 52, 41, 100, 89, 9, 63, 19, 28, 1
61, 91, 31, 8, 2, 3, 52, 61, 56, 1
67, 91, 44, 20, 99, 9, 77, 67, 37, 7
67, 91, 44, 20, 99, 9, 24, 67, 41, 7
67, 91, 44, 20, 99, 9, 91, 67, 67, 10
13, 75, 89, 10, 83, 1, 95, 13, 28, 7
79, 98, 12, 45, 78, 1, 5, 79, 79, 8
79, 94, 44, 26, 92, 8, 5, 79, 79, 8
67, 58, 49, 26, 9, 1, 77, 67, 37, 7
67, 58, 49, 26, 9, 1, 24, 67, 41, 7
67, 58, 49, 26, 9, 1, 91, 67, 67, 10
43, 27, 54, 7, 82, 3, 35, 43, 28, 9
43, 27, 54, 7, 82, 3, 71, 43, 3, 10
79, 90, 63, 19, 12, 9, 5, 79, 79, 8
55, 10, 21, 100, 2, 5, 94, 55, 69, 4
67, 33, 52, 66, 76, 6, 77, 67, 37, 7
67, 33, 52, 66, 76, 6, 24, 67, 41, 7
67, 33, 52, 66, 76, 6, 91, 67, 67, 10
19, 2, 27, 30, 10, 6, 14, 19, 61, 6
19, 2, 27, 30, 10, 6, 80, 19, 62, 7
19, 2, 27, 30, 10, 6, 63, 19, 28, 1
55, 74, 21, 13, 1, 10, 94, 55, 69, 4
31, 87, 55, 3, 83, 10, 27, 31, 11, 4
31, 87, 55, 3, 83, 10, 74, 31, 19, 4
79, 60, 34, 1, 64, 8, 5, 79, 79, 8
67, 42, 36, 84, 38, 6, 77, 67, 37, 7
67, 42, 36, 84, 38, 6, 24, 67, 41, 7
67, 42, 36, 84, 38, 6, 91, 67, 67, 10
19, 77, 60, 11, 100, 6, 14, 19, 61, 6
19, 77, 60, 11, 100, 6, 80, 19, 62, 7
19, 77, 60, 11, 100, 6, 63, 19, 28, 1
43, 50, 65, 16, 41, 4, 35, 43, 28, 9
43, 50, 65, 16, 41, 4, 71, 43, 3, 10
43, 26, 6, 78, 5, 8, 35, 43, 28, 9
43, 26, 6, 78, 5, 8, 71, 43, 3, 10
13, 85, 98, 80, 54, 1, 95, 13, 28, 7
43, 92, 37, 83, 67, 4, 35, 43, 28, 9
43, 92, 37, 83, 67, 4, 71, 43, 3, 10
13, 56, 91, 82, 85, 10, 95, 13, 28, 7
31, 65, 89, 45, 45, 9, 27, 31, 11, 4
31, 65, 89, 45, 45, 9, 74, 31, 19, 4
31, 68, 7, 32, 39, 3, 27, 31, 11, 4
31, 68, 7, 32, 39, 3, 74, 31, 19, 4
67, 89, 96, 34, 30, 7, 77, 67, 37, 7
67, 89, 96, 34, 30, 7, 24, 67, 41, 7
67, 89, 96, 34, 30, 7, 91, 67, 67, 10
73, 1, 94, 92, 97, 5, 79, 73, 60, 1
13, 89, 40, 44, 95, 4, 95, 13, 28, 7
55, 69, 67, 54, 100, 5, 94, 55, 69, 4
61, 83, 33, 34, 54, 7, 52, 61, 56, 1
55, 46, 97, 11, 82, 1, 94, 55, 69, 4
55, 72, 87, 45, 89, 10, 94, 55, 69, 4
43, 53, 8, 40, 39, 1, 35, 43, 28, 9
43, 53, 8, 40, 39, 1, 71, 43, 3, 10
19, 80, 58, 18, 43, 9, 14, 19, 61, 6
19, 80, 58, 18, 43, 9, 80, 19, 62, 7
19, 80, 58, 18, 43, 9, 63, 19, 28, 1
61, 92, 91, 68, 41, 10, 52, 61, 56, 1
67, 41, 64, 62, 1, 10, 77, 67, 37, 7
67, 41, 64, 62, 1, 10, 24, 67, 41, 7
67, 41, 64, 62, 1, 10, 91, 67, 67, 10
55, 61, 55, 81, 76, 7, 94, 55, 69, 4
67, 3, 98, 59, 64, 6, 77, 67, 37, 7
67, 3, 98, 59, 64, 6, 24, 67, 41, 7
67, 3, 98, 59, 64, 6, 91, 67, 67, 10
67, 10, 88, 58, 40, 5, 77, 67, 37, 7
67, 10, 88, 58, 40, 5, 24, 67, 41, 7
67, 10, 88, 58, 40, 5, 91, 67, 67, 10
61, 96, 73, 5, 85, 9, 52, 61, 56, 1
79, 39, 10, 54, 44, 6, 5, 79, 79, 8
73, 45, 87, 71, 58, 7, 79, 73, 60, 1
85, 31, 56, 61, 60, 10, 6, 85, 80, 7
85, 31, 56, 61, 60, 10, 31, 85, 37, 4
85, 31, 56, 61, 60, 10, 36, 85, 4, 7
43, 7, 54, 69, 65, 8, 35, 43, 28, 9
43, 7, 54, 69, 65, 8, 71, 43, 3, 10
19, 67, 29, 43, 40, 5, 14, 19, 61, 6
19, 67, 29, 43, 40, 5, 80, 19, 62, 7
19, 67, 29, 43, 40, 5, 63, 19, 28, 1
67, 67, 60, 84, 99, 6, 77, 67, 37, 7
67, 67, 60, 84, 99, 6, 24, 67, 41, 7
67, 67, 60, 84, 99, 6, 91, 67, 67, 10
55, 87, 54, 53, 61, 3, 94, 55, 69, 4
55, 57, 67, 21, 74, 9, 94, 55, 69, 4
31, 2, 44, 87, 93, 5, 27, 31, 11, 4
31, 2, 44, 87, 93, 5, 74, 31, 19, 4
73, 41, 12, 67, 95, 3, 79, 73, 60, 1
19, 58, 81, 98, 20, 8, 14, 19, 61, 6
19, 58, 81, 98, 20, 8, 80, 19, 62, 7
19, 58, 81, 98, 20, 8, 63, 19, 28, 1
61, 48, 95, 55, 13, 10, 52, 61, 56, 1
13, 17, 43, 52, 29, 10, 95, 13, 28, 7
79, 53, 28, 2, 66, 8, 5, 79, 79, 8
85, 20, 74, 3, 34, 9, 6, 85, 80, 7
85, 20, 74, 3, 34, 9, 31, 85, 37, 4
85, 20, 74, 3, 34, 9, 36, 85, 4, 7
85, 44, 89, 23, 61, 3, 6, 85, 80, 7
85, 44, 89, 23, 61, 3, 31, 85, 37, 4
85, 44, 89, 23, 61, 3, 36, 85, 4, 7
61, 50, 66, 1, 12, 8, 52, 61, 56, 1
13, 1, 85, 11, 72, 2, 95, 13, 28, 7
31, 46, 19, 23, 64, 6, 27, 31, 11, 4
31, 46, 19, 23, 64, 6, 74, 31, 19, 4
85, 88, 30, 2, 57, 2, 6, 85, 80, 7
85, 88, 30, 2, 57, 2, 31, 85, 37, 4
85, 88, 30, 2, 57, 2, 36, 85, 4, 7
61, 100, 45, 20, 94, 3, 52, 61, 56, 1
79, 58, 96, 96, 2, 2, 5, 79, 79, 8
55, 88, 35, 96, 80, 1, 94, 55, 69, 4
85, 70, 26, 61, 45, 4, 6, 85, 80, 7
85, 70, 26, 61, 45, 4, 31, 85, 37, 4
85, 70, 26, 61, 45, 4, 36, 85, 4, 7
19, 64, 88, 43, 15, 9, 14, 19, 61, 6
19, 64, 88, 43, 15, 9, 80, 19, 62, 7
19, 64, 88, 43, 15, 9, 63, 19, 28, 1
43, 59, 12, 34, 76, 4, 35, 43, 28, 9
43, 59, 12, 34, 76, 4, 71, 43, 3, 10
19, 32, 30, 70, 71, 5, 14, 19, 61, 6
19, 32, 30, 70, 71, 5, 80, 19, 62, 7
19, 32, 30, 70, 71, 5, 63, 19, 28, 1
67, 92, 4, 4, 14, 3, 77, 67, 37, 7
67, 92, 4, 4, 14, 3, 24, 67, 41, 7
67, 92, 4, 4, 14, 3, 91, 67, 67, 10
67, 34, 88, 66, 23, 6, 77, 67, 37, 7
67, 34, 88, 66, 23, 6, 24, 67, 41, 7
67, 34, 88, 66, 23, 6, 91, 67, 67, 10
85, 2, 18, 19, 87, 1, 6, 85, 80, 7
85, 2, 18, 19, 87, 1, 31, 85, 37, 4
85, 2, 18, 19, 87, 1, 36, 85, 4, 7
79, 7, 93, 26, 9, 10, 5, 79, 79, 8
61, 69, 15, 71, 67, 1, 52, 61, 56, 1
73, 65, 36, 87, 19, 3, 79, 73, 60, 1
67, 60, 92, 81, 96, 9, 77, 67, 37, 7
67, 60, 92, 81, 96, 9, 24, 67, 41, 7
67, 60, 92, 81, 96, 9, 91, 67, 67, 10
79, 39, 2, 65, 81, 10, 5, 79, 79, 8
13, 92, 5, 34, 36, 9, 95, 13, 28, 7
